id,CountyName,StateName,geocentroid,popcentroid,difference,area,population,WeightedDifference
53005,Benton,Washington,"46.23939142,-119.5110785","46.229004,-119.276099",18162.1,4403.96,175177,273.7
47163,Sullivan,Tennessee,"36.51466664,-82.29714844","36.531452,-82.394917",8952.5,1070.61,156823,273.6
51161,Roanoke,Virginia,"37.26775102,-80.06797705","37.271414,-79.989575",6965.9,648.84,92376,273.5
06095,Solano,California,"38.26795753,-121.9311899","38.235582,-122.069324",12613.8,2128.36,413344,273.4
02261,Valdez-Cordova,Alaska,"61.56118889,-144.494989","61.26149,-145.882504",81278.3,88680.88,9636,272.9
49021,Iron,Utah,"37.85963657,-113.2879396","37.709161,-113.073838",25192.1,8538.36,46163,272.6
16081,Teton,Idaho,"43.75296099,-111.205829","43.692977,-111.125546",9288,1164.09,10170,272.2
36091,Saratoga,New York,"43.1048704,-73.86489056","43.008801,-73.785787",12467.4,2097.85,219607,272.2
54009,Brooke,West Virginia,"40.27186109,-80.57672612","40.308456,-80.58577",4135.6,231.04,24069,272.1
17063,Grundy,Illinois,"41.28537071,-88.41891628","41.345274,-88.347437",8948.9,1082.73,50063,272
21005,Anderson,Kentucky,"38.00932939,-84.98978068","38.028088,-84.923071",6216.8,522.74,21421,271.9
37187,Washington,North Carolina,"35.8236734,-76.57387899","35.864206,-76.649275",8162.1,901.67,13228,271.8
55139,Winnebago,Wisconsin,"44.06883809,-88.64485923","44.100643,-88.540068",9106.6,1125.32,166994,271.5
12037,Franklin,Florida,"29.87652689,-84.8045548","29.786787,-84.822838",10103.4,1384.93,11549,271.5
26047,Emmet,Michigan,"45.51794069,-84.89104313","45.433951,-84.908934",9438.9,1210.8,32694,271.3
13245,Richmond,Georgia,"33.35900936,-82.07373591","33.426859,-82.049444",7857.4,840,200549,271.1
26013,Baraga,Michigan,"46.66379912,-88.36782003","46.765021,-88.45426",13049.8,2326.47,8860,270.6
49007,Carbon,Utah,"39.64758143,-110.5915614","39.601629,-110.777221",16737.2,3829.28,21403,270.5
31167,Stanton,Nebraska,"41.9169835,-97.19394708","41.985653,-97.251636",9003,1108.38,6129,270.4
18091,LaPorte,Indiana,"41.54408624,-86.73972423","41.631837,-86.790977",10641.9,1549.59,111467,270.3
33017,Strafford,New Hampshire,"43.29981542,-71.02904188","43.247646,-70.954943",8353.2,955.64,123143,270.2
47065,Hamilton,Tennessee,"35.17889841,-85.16603583","35.093485,-85.205177",10125.2,1404.89,336463,270.1
01069,Houston,Alabama,"31.15163762,-85.30047595","31.20455,-85.391221",10452.1,1501.74,101547,269.7
45067,Marion,South Carolina,"34.08007844,-79.36075477","34.164265,-79.336829",9595.7,1267.09,33062,269.6
17001,Adams,Illinois,"39.98699822,-91.19161357","39.943826,-91.328948",12674.8,2214.96,67103,269.3
18021,Clay,Indiana,"39.39553494,-87.11723653","39.469066,-87.124217",8185.8,926.03,26890,269
46055,Haakon,South Dakota,"44.29409495,-101.5395373","44.130701,-101.577551",18408.2,4689.26,1937,268.8
46035,Davison,South Dakota,"43.6748952,-98.14463234","43.706368,-98.041463",9022.8,1128.08,19504,268.6
27013,Blue Earth,Minnesota,"44.03536607,-94.06675927","44.129816,-93.998839",11820.9,1936.91,64013,268.6
51131,Northampton,Virginia,"37.34360931,-75.8760211","37.389508,-75.917594",6285.8,548.07,12389,268.5
05033,Crawford,Arkansas,"35.58599513,-94.2447163","35.496882,-94.28436",10520.4,1536.11,61948,268.4
06067,Sacramento,California,"38.45204406,-121.341842","38.56895,-121.380861",13416.1,2498.42,1418788,268.4
25017,Middlesex,Massachusetts,"42.48421698,-71.39724048","42.448546,-71.255223",12333.8,2118.14,1503085,268
40145,Wagoner,Oklahoma,"35.96011509,-95.51801788","36.011259,-95.612267",10219.8,1454.42,73085,268
36027,Dutchess,New York,"41.76349034,-73.74331092","41.681015,-73.839417",12159.9,2060.67,297488,267.9
72039,Ciales,Puerto Rico,"18.29282059,-66.51857095","18.314399,-66.494215",3512.1,172.31,18782,267.6
40125,Pottawatomie,Oklahoma,"35.20824481,-96.94976572","35.317085,-96.951814",12076.8,2040.06,69442,267.4
55063,La Crosse,Wisconsin,"43.90486053,-91.11456535","43.858367,-91.208437",9143.2,1169.86,114638,267.3
27003,Anoka,Minnesota,"45.27304725,-93.24721243","45.195145,-93.270245",8844.7,1095.59,330844,267.2
72053,Fajardo,Puerto Rico,"18.3165,-65.6753588","18.327485,-65.656334",2350.1,77.35,36993,267.2
13279,Toombs,Georgia,"32.11934986,-82.32496511","32.183936,-82.367022",8187.5,942.77,27223,266.7
42109,Snyder,Pennsylvania,"40.77089299,-77.07099409","40.786765,-76.981311",7773.1,851.34,39702,266.4
48489,Willacy,Texas,"26.4675045,-97.67692029","26.452145,-97.779937",10413.3,1529.53,22134,266.3
13065,Clinch,Georgia,"30.91368538,-82.70396558","31.017888,-82.740932",12080.6,2072.57,6798,265.4
48075,Childress,Texas,"34.52929921,-100.2077738","34.428815,-100.225433",11264.2,1803.68,7041,265.2
72021,Bayamn,Puerto Rico,"18.34732566,-66.1702413","18.372898,-66.167974",2840.6,114.8,208116,265.1
37043,Clay,North Carolina,"35.05782512,-83.74482061","35.035248,-83.807512",6244.1,556.2,10587,264.8
48235,Irion,Texas,"31.30386743,-100.9824995","31.266676,-100.844201",13799.1,2723.54,1599,264.4
06079,San Luis Obispo,California,"35.38716575,-120.4044726","35.342391,-120.667689",24431.8,8543.25,269637,264.3
48209,Hays,Texas,"30.05764045,-98.03157696","30.00246,-97.935889",11072.7,1755.95,157107,264.2
34029,Ocean,New Jersey,"39.89146242,-74.27900008","39.973657,-74.21461",10657.5,1628.54,576567,264.1
31149,Rock,Nebraska,"42.41967395,-99.45040332","42.536442,-99.495235",13484.6,2611.53,1526,263.9
35006,Cibola,New Mexico,"34.91223895,-107.9995437","35.113977,-107.804609",28591.6,11757.2,27213,263.7
36111,Ulster,New York,"41.88766444,-74.25977911","41.841064,-74.100745",14182.3,2911.76,182493,262.8
28025,Clay,Mississippi,"33.65360684,-88.77796104","33.62459,-88.69246",8560.3,1062.09,20634,262.7
28047,Harrison,Mississippi,"30.512022,-89.11665735","30.432955,-89.063834",10127.3,1486.64,187105,262.7
27171,Wright,Minnesota,"45.17261156,-93.9625655","45.197631,-93.828888",10867.8,1713.17,124700,262.6
45091,York,South Carolina,"34.97439667,-81.18075197","34.991083,-81.06181",11016.9,1762.73,226073,262.4
47171,Unicoi,Tennessee,"36.10821022,-82.43504171","36.149453,-82.396177",5760.4,482.17,18313,262.3
48199,Hardin,Texas,"30.334336,-94.38813848","30.303364,-94.262169",12592.4,2306.56,54635,262.2
17179,Tazewell,Illinois,"40.50753777,-89.51243204","40.602899,-89.534104",10747.3,1680.83,135394,262.1
06025,Imperial,California,"33.04025215,-115.3636983","32.841101,-115.534487",27256.2,10817.35,174528,262.1
47155,Sevier,Tennessee,"35.78364176,-83.51997212","35.861562,-83.580944",10252.1,1534.57,89889,261.7
37027,Caldwell,North Carolina,"35.94834966,-81.54642899","35.873614,-81.503741",9144,1221.35,83029,261.6
53045,Mason,Washington,"47.35006334,-123.1832647","47.287955,-123.036931",13041.2,2484.88,60699,261.6
17163,St. Clair,Illinois,"38.47009237,-89.93050901","38.550219,-90.000674",10796.5,1703.59,270056,261.6
31019,Buffalo,Nebraska,"40.85553452,-99.07249148","40.737667,-99.07016",13090.7,2507.4,46102,261.4
28151,Washington,Mississippi,"33.2872998,-90.94154235","33.37108,-91.010964",11319,1877.07,51137,261.3
45077,Pickens,South Carolina,"34.88714391,-82.7260833","34.809329,-82.686452",9362.7,1285.69,119224,261.1
17111,McHenry,Illinois,"42.32433487,-88.45274164","42.271472,-88.34988",10316.5,1562.21,308760,261
19061,Dubuque,Iowa,"42.46870124,-90.88088352","42.493726,-90.759915",10327.6,1575.5,93653,260.2
48141,El Paso,Texas,"31.7728245,-106.2359061","31.782045,-106.375936",13303.1,2622.86,800647,259.8
24005,Baltimore,Maryland,"39.46065326,-76.63487286","39.369252,-76.620366",10224.3,1549.6,805029,259.7
36035,Fulton,New York,"43.11380283,-74.41687631","43.059172,-74.330346",9299.4,1283.26,55531,259.6
17077,Jackson,Illinois,"37.7855732,-89.3781802","37.747793,-89.274031",10089.3,1512.76,60218,259.4
41041,Lincoln,Oregon,"44.64267904,-123.8682276","44.712447,-124.000861",13065.2,2537.58,46034,259.4
12117,Seminole,Florida,"28.71806526,-81.23900945","28.697834,-81.310445",7331.4,800.88,422718,259.1
31073,Gosper,Nebraska,"40.51178112,-99.83109781","40.592124,-99.830993",8921.7,1186.62,2044,259
13103,Effingham,Georgia,"32.36578086,-81.34127188","32.291745,-81.299511",9103,1237.24,52250,258.8
20021,Cherokee,Kansas,"37.16918028,-94.84622425","37.115229,-94.755079",10071,1521.79,21603,258.2
31001,Adams,Nebraska,"40.5245092,-98.50119749","40.583763,-98.414536",9857.6,1458.87,31364,258.1
28073,Lamar,Mississippi,"31.20564545,-89.50804643","31.264156,-89.438738",9256.6,1287.37,55658,258
02275,Wrangell,Alaska,"56.32103396,-131.9943085","56.385821,-132.310837",20855.8,6582.41,2369,257.1
12053,Hernando,Florida,"28.55332984,-82.42324931","28.50485,-82.496961",8995.6,1223.87,172778,257.1
38021,Dickey,North Dakota,"46.11025336,-98.50493249","46.087766,-98.328185",13893.7,2930.49,5289,256.7
24033,Prince George's,Maryland,"38.83288881,-76.85077765","38.908576,-76.889947",9063.8,1250.16,863420,256.3
27017,Carlton,Minnesota,"46.59180842,-92.67593206","46.642726,-92.536239",12105,2230.97,35386,256.3
48005,Angelina,Texas,"31.25623626,-94.61086117","31.312605,-94.714115",11650.1,2066.24,86771,256.3
56003,Big Horn,Wyoming,"44.52368441,-107.9948904","44.629497,-108.244578",23055.3,8125.04,11668,255.8
12023,Columbia,Florida,"30.22585901,-82.62405445","30.126051,-82.660566",11609.7,2065.71,67531,255.4
08089,Otero,Colorado,"37.90144878,-103.717428","38.024096,-103.657432",14598.6,3268.46,18831,255.4
30017,Custer,Montana,"46.25244842,-105.5714886","46.403369,-105.817008",25275.9,9798.86,11699,255.3
35041,Roosevelt,New Mexico,"34.02094215,-103.4798948","34.167549,-103.348217",20300.8,6338.82,19846,255
17103,Lee,Illinois,"41.74478029,-89.29832086","41.810242,-89.398207",11037.5,1877.47,36031,254.7
28059,Jackson,Mississippi,"30.54128066,-88.63607417","30.44437,-88.660684",11000.3,1871.92,139668,254.3
01103,Morgan,Alabama,"34.45368084,-86.85238316","34.514252,-86.930781",9849.3,1500.48,119490,254.3
08115,Sedgwick,Colorado,"40.87598057,-102.3519638","40.960246,-102.32767",9579,1419.42,2379,254.3
05071,Johnson,Arkansas,"35.56900508,-93.45939081","35.475272,-93.475517",10502.1,1708.88,25540,254
27053,Hennepin,Minnesota,"45.00400974,-93.47591983","44.974633,-93.36119",9618.7,1433.79,1152425,254
46041,Dewey,South Dakota,"45.15594709,-100.8741829","45.116808,-101.117074",19594.6,5963.43,5301,253.7
18063,Hendricks,Indiana,"39.76636599,-86.51077044","39.772784,-86.415055",8231.8,1053.89,145448,253.6
48325,Medina,Texas,"29.35686985,-99.10954029","29.305418,-98.968309",14855.6,3432.66,46006,253.6
20209,Wyandotte,Kansas,"39.11650906,-94.76373674","39.104143,-94.707937",5017.7,392.64,157505,253.2
26007,Alpena,Michigan,"45.03446645,-83.62573342","45.050953,-83.504463",9728.8,1481.11,29598,252.8
35011,De Baca,New Mexico,"34.34298544,-104.4115412","34.465462,-104.257875",19601.3,6015.57,2022,252.7
48009,Archer,Texas,"33.61561864,-98.68772701","33.70449,-98.610345",12193.4,2339.04,9054,252.1
56041,Uinta,Wyoming,"41.28741473,-110.5475508","41.27186,-110.767519",18509.4,5390.45,21118,252.1
28083,Leflore,Mississippi,"33.55181992,-90.30476138","33.513076,-90.209073",9872.6,1534.67,32317,252
72037,Ceiba,Puerto Rico,"18.24975672,-65.67283677","18.262413,-65.656978",2185.2,75.2,13631,252
51740,Portsmouth,Virginia,"36.85395164,-76.35935379","36.833227,-76.35389",2351,87.16,95535,251.8
72081,Lares,Puerto Rico,"18.26471122,-66.86264765","18.292344,-66.870586",3171.6,159.15,30753,251.4
48087,Collingsworth,Texas,"34.96487439,-100.2700863","34.863545,-100.216872",12248.1,2378.75,3057,251.1
12115,Sarasota,Florida,"27.18459149,-82.33150172","27.208205,-82.423893",9520.9,1439.69,379448,250.9
49049,Utah,Utah,"40.11719032,-111.6677032","40.272349,-111.73158",18066.8,5188.92,516564,250.8
27115,Pine,Minnesota,"46.12184943,-92.74397832","46.03341,-92.892705",15132.5,3655.22,29750,250.3
56017,Hot Springs,Wyoming,"43.71805505,-108.4402665","43.661835,-108.230408",18035.6,5190.57,4812,250.3
42077,Lehigh,Pennsylvania,"40.61212978,-75.59564594","40.599225,-75.50897",7474.4,893.98,349497,250
51053,Dinwiddie,Virginia,"37.07983156,-77.63492006","37.135094,-77.560538",9018.1,1304.62,28001,249.7
08015,Chaffee,Colorado,"38.75101761,-106.1947515","38.676497,-106.082645",12786.9,2624.7,17809,249.6
13057,Cherokee,Georgia,"34.24176461,-84.47493439","34.169606,-84.496595",8249.5,1092.13,214346,249.6
25021,Norfolk,Massachusetts,"42.15478113,-71.2195998","42.202695,-71.14756",7984.3,1025.91,670850,249.3
53027,Grays Harbor,Washington,"47.14878788,-123.7693013","46.991374,-123.76763",17500.5,4926.23,72797,249.3
01053,Escambia,Alabama,"31.1264964,-87.16047424","31.088737,-87.282053",12330.7,2447.75,38319,249.2
20091,Johnson,Kansas,"38.88492282,-94.82110304","38.928049,-94.737132",8716.2,1226.04,544179,248.9
54095,Tyler,West Virginia,"39.46320408,-80.87952337","39.508846,-80.925137",6409.2,663.8,9208,248.8
37173,Swain,North Carolina,"35.48743066,-83.49493483","35.438412,-83.413457",9180.2,1367.5,13981,248.2
16025,Camas,Idaho,"43.46274099,-114.8051587","43.350524,-114.756451",13076.8,2782.92,1117,247.9
22093,St. James,Louisiana,"30.02559833,-90.80123295","30.020769,-90.737207",6199.3,625.58,22102,247.9
26045,Eaton,Michigan,"42.59599185,-84.83740035","42.64387,-84.740485",9565.9,1489.7,107759,247.8
37083,Halifax,North Carolina,"36.25802749,-77.65171789","36.353153,-77.672949",10726.4,1875.37,54691,247.7
47019,Carter,Tennessee,"36.29123722,-82.12669964","36.318376,-82.201421",7355.8,883.71,57424,247.4
21209,Scott,Kentucky,"38.29056157,-84.58608167","38.231691,-84.570575",6674.2,729.77,47173,247.1
72113,Ponce,Puerto Rico,"18.05959539,-66.61947655","18.021131,-66.618509",4258.5,297.23,166327,247
51093,Isle of Wight,Virginia,"36.89187617,-76.72520713","36.921892,-76.655375",7058.8,817.43,35270,246.9
48243,Jeff Davis,Texas,"30.71505506,-104.1395424","30.603582,-103.990284",18904.2,5865.17,2342,246.8
04012,La Paz,Arizona,"33.72996477,-113.9796989","33.908361,-114.172146",26626.8,11653.99,20489,246.6
46047,Fall River,South Dakota,"43.23945589,-103.5276507","43.388192,-103.514809",16557.2,4506.36,7094,246.6
72071,Isabela,Puerto Rico,"18.45190433,-67.00247068","18.474034,-67.018047",2950.7,143.24,45631,246.5
42067,Juniata,Pennsylvania,"40.53142769,-77.40585794","40.571523,-77.329618",7843.9,1013.59,24636,246.4
36007,Broome,New York,"42.16075801,-75.81842929","42.121306,-75.934245",10529.4,1827.93,200600,246.3
28045,Hancock,Mississippi,"30.41440742,-89.48579425","30.379392,-89.405662",8623.8,1227,43929,246.2
18081,Johnson,Indiana,"39.49009483,-86.10147271","39.553276,-86.113609",7091.9,829.9,139654,246.2
06033,Lake,California,"39.09871539,-122.7555041","38.973362,-122.734609",14033.4,3254.23,64665,246
39013,Belmont,Ohio,"40.01604503,-80.99018906","40.042095,-80.88884",9121.7,1378.21,70400,245.7
16041,Franklin,Idaho,"42.18140514,-111.8175423","42.0993,-111.872202",10178,1718.83,12786,245.5
13049,Charlton,Georgia,"30.78533159,-82.13757545","30.780002,-82.023033",10979.9,2003.55,12171,245.3
28111,Perry,Mississippi,"31.17229107,-88.9911543","31.262821,-88.991988",10037.7,1676.37,12250,245.2
26001,Alcona,Michigan,"44.68477825,-83.59385271","44.665115,-83.467594",10246.9,1747.17,10942,245.1
06011,Colusa,California,"39.17838735,-122.2376593","39.156148,-122.085557",13374.9,2980.38,21419,245
30013,Cascade,Montana,"47.30989012,-111.3462114","47.491839,-111.306258",20452.4,6988.2,81327,244.7
55051,Iron,Wisconsin,"46.26098957,-90.24244953","46.353147,-90.196635",10834.9,1963.66,5916,244.5
40035,Craig,Oklahoma,"36.76266612,-95.2093272","36.675666,-95.153823",10853.5,1971.9,15029,244.4
21163,Meade,Kentucky,"37.95867657,-86.20468639","37.934298,-86.132811",6872.7,791.04,28602,244.4
01037,Coosa,Alabama,"32.93390575,-86.2499607","32.975932,-86.155035",10025,1685.89,11539,244.2
39099,Mahoning,Ohio,"41.01286198,-80.77775712","41.049535,-80.696308",7968.9,1066.1,238823,244.1
18057,Hamilton,Indiana,"40.07248426,-86.05156731","40.002534,-86.059737",7798.2,1021.15,274569,244
42023,Cameron,Pennsylvania,"41.4363323,-78.20386569","41.502183,-78.236901",7816.9,1026.23,5085,244
29099,Jefferson,Missouri,"38.26503533,-90.53931162","38.340593,-90.475744",10062.8,1700.66,218733,244
24031,Montgomery,Maryland,"39.13698669,-77.19945054","39.086185,-77.122862",8699.9,1272.34,971777,243.9
31125,Nance,Nebraska,"41.39750195,-97.99327291","41.403829,-97.895028",8245.6,1143.82,3735,243.8
48081,Coke,Texas,"31.88933528,-100.5295971","31.904324,-100.405638",11843.6,2360.7,3320,243.8
42059,Greene,Pennsylvania,"39.85283817,-80.22325941","39.876467,-80.117573",9415.7,1491.7,38686,243.8
08011,Bent,Colorado,"37.95491515,-103.0735027","38.072386,-103.1631",15228.9,3918.29,6499,243.3
04021,Pinal,Arizona,"32.90385069,-111.3448261","33.060133,-111.588364",28611.4,13896.87,375770,242.7
48185,Grimes,Texas,"30.54418467,-95.98814306","30.447103,-96.009259",10951.8,2039.51,26604,242.5
04023,Santa Cruz,Arizona,"31.52569825,-110.8457747","31.434733,-110.943195",13690.2,3203.6,47420,241.9
53077,Yakima,Washington,"46.45762338,-120.7376886","46.515822,-120.41619",25518.7,11125.02,243231,241.9
31017,Brown,Nebraska,"42.43118309,-99.93075307","42.538836,-99.852141",13593.3,3163.24,3145,241.7
35035,Otero,New Mexico,"32.61327972,-105.7417976","32.806642,-105.989844",31633.6,17128.13,63797,241.7
39173,Wood,Ohio,"41.36310207,-83.62440683","41.44828,-83.601066",9659.2,1598.55,125488,241.6
31113,Logan,Nebraska,"41.56650973,-100.4817585","41.484178,-100.500737",9280.3,1478,763,241.4
31057,Dundy,Nebraska,"40.17632299,-101.6874242","40.093189,-101.601584",11778.4,2381.95,2008,241.3
24017,Charles,Maryland,"38.50961051,-76.99000658","38.578559,-76.953006",8305.7,1185.56,146551,241.2
02110,Juneau,Alaska,"58.44763893,-134.2301399","58.358516,-134.530605",20178,6997.97,31275,241.2
49013,Duchesne,Utah,"40.29926572,-110.4246092","40.289409,-110.165397",22066.9,8394.01,18607,240.9
12013,Calhoun,Florida,"30.40588022,-85.19187037","30.463143,-85.122189",9225.3,1469.39,14625,240.7
40013,Bryan,Oklahoma,"33.96137223,-96.25939426","33.977295,-96.383822",11634.2,2342.57,42416,240.4
17201,Winnebago,Illinois,"42.33635569,-89.1609199","42.307128,-89.06224",8758.4,1329.6,295266,240.2
46113,Shannon,South Dakota,"43.33759881,-102.5556109","43.186406,-102.487474",17684.8,5423.17,13586,240.1
17119,Madison,Illinois,"38.8298573,-89.90485431","38.801396,-90.018097",10330.3,1853.35,269282,240
20015,Butler,Kansas,"37.78132522,-96.83884197","37.727135,-96.989771",14597.3,3703.33,65880,239.9
51149,Prince George,Virginia,"37.18464488,-77.23390503","37.215406,-77.293227",6276.2,686.75,35725,239.5
72119,Ro Grande,Puerto Rico,"18.34922479,-65.80621186","18.366944,-65.827658",2997.3,157.01,54304,239.2
33007,Coos,New Hampshire,"44.69073491,-71.30442651","44.550062,-71.36275",16303.1,4648.21,33055,239.1
37051,Cumberland,North Carolina,"35.04291754,-78.829836","35.056493,-78.936138",9814.5,1689.49,319431,238.8
40101,Muskogee,Oklahoma,"35.61178289,-95.37699928","35.709969,-95.368317",10922.3,2099.06,70990,238.4
18141,St. Joseph,Indiana,"41.61769928,-86.29023321","41.6754,-86.228686",8207.3,1185.83,266931,238.3
18071,Jackson,Indiana,"38.90917279,-86.04005725","38.925896,-85.942654",8649.1,1319.11,42376,238.1
48283,La Salle,Texas,"28.34462375,-99.09973805","28.336046,-99.249834",14747.7,3850.51,6886,237.7
29051,Cole,Missouri,"38.50427588,-92.28050653","38.552393,-92.218634",7592,1019.81,75990,237.7
41037,Lake,Oregon,"42.79320835,-120.3877033","42.490564,-120.479309",34448.7,21079.87,7895,237.3
29043,Christian,Missouri,"36.96815909,-93.19035481","37.025687,-93.262511",9056.2,1457.24,77422,237.2
16021,Boundary,Idaho,"48.76695786,-116.4629775","48.705964,-116.302851",13591.8,3285.56,10972,237.1
12029,Dixie,Florida,"29.60665819,-83.15610112","29.634179,-83.056329",10133.2,1826.08,16422,237.1
37077,Granville,North Carolina,"36.30300065,-78.65116764","36.223855,-78.657114",8798.6,1376.76,59916,237.1
05051,Garland,Arkansas,"34.57663241,-93.14784181","34.505811,-93.081852",9920.5,1755.44,96024,236.8
36083,Rensselaer,New York,"42.70857071,-73.5116712","42.699991,-73.629889",9732.5,1689.79,159429,236.8
30021,Dawson,Montana,"47.26630167,-104.9006829","47.134482,-104.750559",18551.6,6143.1,8966,236.7
53069,Wahkiakum,Washington,"46.29226071,-123.4247282","46.236785,-123.428851",6174.7,682.14,3978,236.4
48167,Galveston,Texas,"29.37649645,-94.96004128","29.424115,-95.013496",7401.2,979.94,291309,236.4
72027,Camuy,Puerto Rico,"18.420831,-66.86411992","18.444129,-66.862184",2586.8,120.06,35159,236.1
54063,Monroe,West Virginia,"37.55967566,-80.55167705","37.528463,-80.636561",8262.8,1224.42,13502,236.1
41017,Deschutes,Oregon,"43.91374862,-121.2247302","44.092071,-121.30565",20849.6,7817.07,157733,235.8
72067,Hormigueros,Puerto Rico,"18.13372936,-67.11173489","18.141102,-67.121029",1278,29.38,17250,235.8
42099,Perry,Pennsylvania,"40.40137773,-77.257186","40.410162,-77.152841",8911,1428.24,45969,235.8
38105,Williams,North Dakota,"48.34474154,-103.4794583","48.199801,-103.563682",17286.9,5380.44,22398,235.7
12067,Lafayette,Florida,"29.98573504,-83.17965791","30.065418,-83.179508",8833.1,1407.43,8870,235.5
17085,Jo Daviess,Illinois,"42.36522571,-90.21178825","42.411324,-90.305944",9291.6,1556.81,22678,235.5
27113,Pennington,Minnesota,"48.06653796,-96.03400102","48.102255,-96.148403",9403.2,1596.91,13930,235.3
26033,Chippewa,Michigan,"46.30076773,-84.56382081","46.367641,-84.395364",14949.5,4036.29,38520,235.3
45055,Kershaw,South Carolina,"34.33980773,-80.59071959","34.259654,-80.645219",10209.1,1881.79,61697,235.3
55041,Forest,Wisconsin,"45.66674722,-88.77085491","45.561305,-88.806904",12051.9,2626.42,9304,235.2
54061,Monongalia,West Virginia,"39.63273736,-80.04330743","39.636196,-79.959809",7178.4,932.56,96189,235.1
02270,Wade Hampton,Alaska,"62.15629893,-163.3783641","62.089902,-164.314723",49422.1,44240.71,7459,235
16029,Caribou,Idaho,"42.7691623,-111.5630904","42.643778,-111.656063",15875.3,4569.12,6963,234.9
06051,Mono,California,"37.93918478,-118.8868788","37.763322,-118.970594",20863.9,7896.83,14202,234.8
30063,Missoula,Montana,"47.03628699,-113.9258638","46.875472,-114.019007",19232.3,6716.94,109299,234.7
50003,Bennington,Vermont,"43.05001422,-73.0958757","42.972541,-73.15352",9806.2,1748.19,37125,234.5
51031,Campbell,Virginia,"37.20418392,-79.09802472","37.25795,-79.165807",8472.7,1305.01,54842,234.5
40055,Greer,Oklahoma,"34.93500281,-99.56102851","34.915219,-99.459421",9539.9,1655.84,6239,234.4
13121,Fulton,Georgia,"33.78798863,-84.46726514","33.836086,-84.393645",8655.8,1363.98,920581,234.4
40109,Oklahoma,Oklahoma,"35.55143319,-97.40706147","35.519307,-97.510552",10039.6,1835.83,718633,234.3
38093,Stutsman,North Dakota,"46.97921929,-98.95893999","46.915799,-98.744696",17769.1,5754.24,21100,234.2
54057,Mineral,West Virginia,"39.41087358,-78.94716573","39.465107,-78.909946",6820.7,849.08,28212,234.1
48357,Ochiltree,Texas,"36.27830534,-100.8158413","36.381028,-100.810965",11407,2376.64,10223,234
48125,Dickens,Texas,"33.61616822,-100.7788855","33.534982,-100.852578",11309.1,2335.45,2444,234
37099,Jackson,North Carolina,"35.28144873,-83.13861847","35.335275,-83.202489",8330.9,1271.05,40271,233.7
27159,Wadena,Minnesota,"46.58580283,-94.97090521","46.524393,-95.04137",8706.3,1388.93,13843,233.6
38103,Wells,North Dakota,"47.58730702,-99.66223161","47.676761,-99.781286",13378.2,3292,4207,233.2
20103,Leavenworth,Kansas,"39.20057601,-95.03905352","39.238518,-94.959302",8073.2,1198.73,76227,233.2
48351,Newton,Texas,"30.79089285,-93.74440253","30.687746,-93.751989",11458.4,2418.21,14445,233
31131,Otoe,Nebraska,"40.64838775,-96.13630881","40.669495,-96.029874",9301.1,1594.48,15740,232.9
46051,Grant,South Dakota,"45.17225326,-96.76781638","45.205831,-96.652826",9776.9,1764.97,7356,232.7
45057,Lancaster,South Carolina,"34.68704141,-80.70532142","34.758129,-80.74724",8771.2,1422.32,76652,232.6
54039,Kanawha,West Virginia,"38.33909029,-81.52777971","38.361943,-81.652953",11231.9,2335.1,193063,232.4
55109,St. Croix,Wisconsin,"45.03562994,-92.45456396","45.018036,-92.579597",10046,1870.82,84345,232.3
31145,Red Willow,Nebraska,"40.17557282,-100.4770192","40.205475,-100.587807",10001.5,1856.98,11055,232.1
48421,Sherman,Texas,"36.27754306,-101.8933864","36.336364,-101.996669",11342.3,2390.65,3034,232
06059,Orange,California,"33.6984518,-117.7579617","33.733953,-117.86288",10491.9,2047.56,3010232,231.9
13179,Liberty,Georgia,"31.82401836,-81.49136066","31.827766,-81.578482",8258.3,1268.58,63453,231.9
45003,Aiken,South Carolina,"33.54055439,-81.63829902","33.535417,-81.769514",12200.8,2773.97,160099,231.7
39007,Ashtabula,Ohio,"41.70755236,-80.74855117","41.795339,-80.767571",9877.8,1817.99,101497,231.7
47173,Union,Tennessee,"36.29071865,-83.83682654","36.243267,-83.816526",5572.5,578.99,19109,231.6
72023,Cabo Rojo,Puerto Rico,"18.04178928,-67.15400698","18.069879,-67.1571",3126.2,182.27,50917,231.6
13215,Muscogee,Georgia,"32.5099237,-84.87621987","32.492289,-84.930634",5474.8,560.43,189885,231.3
48285,Lavaca,Texas,"29.38508336,-96.93186697","29.409258,-97.047964",11583.1,2511.53,19263,231.1
13095,Dougherty,Georgia,"31.53144463,-84.21894989","31.573426,-84.167625",6739.2,851.3,94565,231
20055,Finney,Kansas,"38.04340473,-100.7381943","37.97733,-100.86582",13394.4,3372.08,36776,230.7
38077,Richland,North Dakota,"46.26421232,-96.94879978","46.264153,-96.76635",14065.7,3718.65,16321,230.7
29133,Mississippi,Missouri,"36.8182574,-89.29628745","36.857051,-89.365459",7523.6,1066,14358,230.4
33009,Grafton,New Hampshire,"43.9402641,-71.82405087","43.838874,-71.953268",15320.6,4425.64,89118,230.3
48027,Bell,Texas,"31.03736514,-97.47867424","31.084262,-97.592082",12008.1,2722.12,310235,230.2
37013,Beaufort,North Carolina,"35.48417339,-76.84751925","35.519484,-76.956571",10641.4,2142.42,47759,229.9
