geox,geoy,geo_id,state,county,name,censusarea,statename,pop,popy,popx
-86.64119617,32.53615292,0500000US01001,1,1,Autauga,594.436,Alabama,54571,32.500389,-86.494165
-86.56975625,33.98524766,0500000US01009,1,9,Blount,644.776,Alabama,57322,33.955243,-86.591491
-85.38992378,32.91159371,0500000US01017,1,17,Chambers,596.531,Alabama,34215,32.860439,-85.266474
-86.71979303,32.85025258,0500000US01021,1,21,Chilton,692.854,Alabama,43643,32.877547,-86.687406
-87.80588967,34.7016442,0500000US01033,1,33,Colbert,592.619,Alabama,54428,34.723385,-87.685151
-85.61103126,31.43067791,0500000US01045,1,45,Dale,561.15,Alabama,50251,31.383346,-85.641269
-86.14524732,32.59769369,0500000US01051,1,51,Elmore,618.485,Alabama,79303,32.559652,-86.225647
-87.63241146,32.76016952,0500000US01065,1,65,Hale,643.943,Alabama,15760,32.775804,-87.626084
-87.31379317,34.51928063,0500000US01079,1,79,Lawrence,690.678,Alabama,34339,34.543683,-87.272414
-86.98448066,34.81041614,0500000US01083,1,83,Limestone,559.936,Alabama,82782,34.815612,-86.938972
-87.36839559,31.5688206,0500000US01099,1,99,Monroe,1025.675,Alabama,23068,31.505611,-87.360894
-88.08929128,33.27938285,0500000US01107,1,107,Pickens,881.408,Alabama,19746,33.292973,-88.066472
-86.16749103,33.37746734,0500000US01121,1,121,Talladega,736.775,Alabama,82291,33.372083,-86.169238
-159.8345291,60.9133146,0500000US02050,2,50,Bethel,40570.004,Alaska,17013,60.679946,-162.151263
-135.3244495,58.18842094,0500000US02105,2,105,Hoonah-Angoon,7524.915,Alaska,2150,58.078282,-135.384163
-151.5668246,60.26555507,0500000US02122,2,122,Kenai Peninsula,16075.331,Alaska,55400,60.292592,-151.064475
-153.7878828,57.66680721,0500000US02150,2,150,Kodiak Island,6549.579,Alaska,13592,57.779137,-152.460881
-156.1846589,58.64175248,0500000US02164,2,164,Lake and Peninsula,23652.009,Alaska,1631,58.557351,-156.371652
-164.0299951,64.90154016,0500000US02180,2,180,Nome,22961.761,Alaska,9492,64.457026,-165.295491
-159.7205478,67.05600519,0500000US02188,2,188,Northwest Arctic,35572.584,Alaska,7523,66.943735,-161.638185
-132.7016049,55.5049957,0500000US02198,2,198,Prince of Wales-Hyder,3922.873,Alaska,5559,55.448164,-132.560842
-92.51295036,35.58095779,0500000US05141,5,141,Van Buren,708.143,Arkansas,17295,35.567839,-92.421475
-91.74526552,35.25631145,0500000US05145,5,145,White,1035.075,Arkansas,77076,35.243736,-91.767388
-120.6482354,38.44720476,0500000US06005,6,5,Amador,594.583,California,38091,38.394208,-120.775729
-122.3877926,39.59710834,0500000US06021,6,21,Glenn,1313.947,California,28122,39.663418,-122.177491
-122.7555041,39.09871539,0500000US06033,6,33,Lake,1256.464,California,64665,38.973362,-122.734609
-119.9097311,37.57934614,0500000US06043,6,43,Mariposa,1448.816,California,18251,37.542748,-119.957219
-122.3289532,38.50782922,0500000US06055,6,55,Napa,748.362,California,136484,38.329075,-122.321646
-122.0436737,40.76207584,0500000US06089,6,89,Shasta,3775.402,California,177223,40.580269,-122.299961
-120.9974922,37.55804068,0500000US06099,6,99,Stanislaus,1494.827,California,514453,37.619147,-120.955577
-121.3473603,39.26629857,0500000US06115,6,115,Yuba,631.839,California,72155,39.13883,-121.506626
-105.7865316,37.57336381,0500000US08003,8,3,Alamosa,722.643,Colorado,15445,37.483069,-105.877245
-105.352037,40.09322846,0500000US08013,8,13,Boulder,726.289,Colorado,294567,40.063299,-105.183981
-105.0414801,39.96479924,0500000US08014,8,14,Broomfield,33.034,Colorado,55889,39.936888,-105.055491
-103.7841701,38.32497173,0500000US08025,8,25,Crowley,787.421,Colorado,5823,38.188547,-103.857439
-104.8776306,39.75821238,0500000US08031,8,31,Denver,153,Colorado,600158,39.72143,-104.955068
-104.9268953,39.3291166,0500000US08035,8,35,Douglas,840.248,Colorado,285465,39.48527,-104.879712
-105.5241481,39.85604187,0500000US08047,8,47,Gilpin,149.896,Colorado,5441,39.85702,-105.48021
-82.05919998,29.20840415,0500000US12083,12,83,Marion,1584.546,Florida,331298,29.140116,-82.123367
-81.07257942,25.37205316,0500000US12087,12,87,Monroe,983.282,Florida,73090,24.739678,-81.263945
-81.31832054,28.51213652,0500000US12095,12,95,Orange,903.429,Florida,1145956,28.532855,-81.384377
-80.47093888,27.37756458,0500000US12111,12,111,St. Lucie,571.926,Florida,277789,27.338067,-80.353183
-82.08005773,28.70803205,0500000US12119,12,119,Sumter,546.933,Florida,93420,28.825768,-82.035469
-82.37773321,30.04195448,0500000US12125,12,125,Union,243.556,Florida,15535,30.010768,-82.356919
-82.28946948,31.74852749,0500000US13001,13,1,Appling,507.081,Georgia,18236,31.77388,-82.338473
-83.71436587,33.99175187,0500000US13013,13,13,Barrow,160.309,Georgia,69367,33.993054,-83.7275
-81.44354283,32.01374764,0500000US13029,13,29,Bryan,435.967,Georgia,30233,31.979537,-81.375954
-82.07655994,32.39834152,0500000US13043,13,43,Candler,243.044,Georgia,10998,32.399861,-82.062305
-85.34505794,34.47406178,0500000US13055,13,55,Chattooga,313.338,Georgia,26015,34.495509,-85.344167
-83.35712415,33.9519794,0500000US13059,13,59,Clarke,119.2,Georgia,116714,33.950406,-83.380863
-83.76714787,31.18888821,0500000US13071,13,71,Colquitt,544.153,Georgia,45498,31.180955,-83.768671
-83.98388857,32.71745597,0500000US13079,13,79,Crawford,324.888,Georgia,12630,32.707681,-83.934002
-83.16943326,32.16998771,0500000US13091,13,91,Dodge,495.89,Georgia,21796,32.212815,-83.175591
-82.30242129,32.59012156,0500000US13107,13,107,Emanuel,680.604,Georgia,22598,32.58586,-82.307952
-84.49116455,33.41033095,0500000US13113,13,113,Fayette,194.342,Georgia,106567,33.427941,-84.512414
-84.45280624,34.69071344,0500000US13123,13,123,Gilmer,426.54,Georgia,28292,34.677249,-84.483646
-107.299196,37.82012306,0500000US08053,8,53,Hinsdale,1117.251,Colorado,843,37.996875,-107.29653
-106.3414668,40.66703352,0500000US08057,8,57,Jackson,1613.723,Colorado,1394,40.692851,-106.291292
-105.2490433,39.58580195,0500000US08059,8,59,Jefferson,764.208,Colorado,534543,39.720524,-105.128819
-103.5156283,38.98627999,0500000US08073,8,73,Lincoln,2577.626,Colorado,5467,39.173232,-103.613697
-108.5976611,37.33970291,0500000US08083,8,83,Montezuma,2029.527,Colorado,25535,37.370817,-108.557116
-102.3550134,40.59380119,0500000US08095,8,95,Phillips,687.928,Colorado,4442,40.599517,-102.387354
-106.3847838,37.5836865,0500000US08105,8,105,Rio Grande,911.958,Colorado,11982,37.616658,-106.238805
-107.6849838,37.76202073,0500000US08111,8,111,San Juan,387.488,Colorado,699,37.804646,-107.673989
-104.393428,40.55463122,0500000US08123,8,123,Weld,3987.238,Colorado,252825,40.328082,-104.788507
-71.98642266,41.82983425,0500000US09015,9,15,Windham,512.91,Connecticut,118428,41.804225,-71.995072
-82.36048137,29.67703144,0500000US12001,12,1,Alachua,875.02,Florida,247336,29.665903,-82.386845
-85.19187037,30.40588022,0500000US12013,12,13,Calhoun,567.334,Florida,14625,30.463143,-85.122189
-82.62405445,30.22585901,0500000US12023,12,23,Columbia,797.574,Florida,67531,30.126051,-82.660566
-84.62270885,30.57633502,0500000US12039,12,39,Gadsden,516.332,Florida,46389,30.59828,-84.581397
-81.34492003,27.34206889,0500000US12055,12,55,Highlands,1016.615,Florida,98786,27.460415,-81.442555
-85.81003906,30.86772401,0500000US12059,12,59,Holmes,478.777,Florida,19927,30.847684,-85.758558
-84.26888362,30.46128124,0500000US12073,12,73,Leon,666.852,Florida,275487,30.466103,-84.270371
-144.494989,61.56118889,0500000US02261,2,261,Valdez-Cordova,34239.88,Alaska,9636,61.26149,-145.882504
-163.3783641,62.15629893,0500000US02270,2,270,Wade Hampton,17081.433,Alaska,7459,62.089902,-164.314723
-109.7513111,31.87936358,0500000US04003,4,3,Cochise,6165.69,Arizona,131346,31.607357,-110.063053
-112.4915098,33.34886826,0500000US04013,4,13,Maricopa,9200.143,Arizona,3817117,33.493403,-112.04143
-91.37260076,34.28571179,0500000US05001,5,1,Arkansas,988.77,Arkansas,19019,34.405316,-91.461284
-93.09239437,36.30823032,0500000US05009,5,9,Boone,590.231,Arkansas,36903,36.267871,-93.099344
-93.17298817,34.04538625,0500000US05019,5,19,Clark,866.074,Arkansas,22995,34.094705,-93.124856
-92.69911895,35.26575971,0500000US05029,5,29,Conway,552.25,Arkansas,21273,35.214487,-92.70416
-91.71896475,33.59000713,0500000US05043,5,43,Drew,828.356,Arkansas,18509,33.6274,-91.781779
-93.14784181,34.57663241,0500000US05051,5,51,Garland,677.781,Arkansas,96024,34.505811,-93.081852
-93.99318474,34.08939934,0500000US05061,5,61,Howard,588.554,Arkansas,13789,33.983198,-93.910184
-93.45939081,35.56900508,0500000US05071,5,71,Johnson,659.804,Arkansas,25540,35.475272,-93.475517
-91.88957926,34.75564317,0500000US05085,5,85,Lonoke,770.728,Arkansas,68356,34.905178,-91.970577
-93.66029626,34.54011847,0500000US05097,5,97,Montgomery,779.88,Arkansas,9487,34.517013,-93.622663
-93.22023279,35.92055882,0500000US05101,5,101,Newton,820.896,Arkansas,8330,35.98494,-93.1705
-90.66321276,35.57320916,0500000US05111,5,111,Poinsett,758.389,Arkansas,24583,35.60191,-90.557998
-90.74828351,35.02201855,0500000US05123,5,123,St. Francis,634.771,Arkansas,28258,35.015313,-90.770297
-92.70033067,35.91011626,0500000US05129,5,129,Searcy,666.095,Arkansas,8195,35.922829,-92.659155
-82.7256666,32.12275557,0500000US13309,13,309,Wheeler,295.484,Georgia,7421,32.146558,-82.751307
-84.9612675,34.8133004,0500000US13313,13,313,Whitfield,290.464,Georgia,102599,34.792742,-84.965686
-83.17238197,32.80254247,0500000US13319,13,319,Wilkinson,447.308,Georgia,9563,32.8443,-83.239491
-156.567131,20.86273993,0500000US15009,15,9,Maui,1161.521,Hawaii,154834,20.863747,-156.493816
-115.7322355,43.98948131,0500000US16015,16,15,Boise,1899.237,Idaho,7028,43.899702,-115.993695
-116.4629775,48.76695786,0500000US16021,16,21,Boundary,1268.56,Idaho,10972,48.705964,-116.302851
-116.4020252,44.05341338,0500000US16045,16,45,Gem,560.9,Idaho,16719,43.884323,-116.506739
-112.309689,43.81969404,0500000US16051,16,51,Jefferson,1093.501,Idaho,26140,43.691123,-111.969394
-116.7112163,46.8122575,0500000US16057,16,57,Latah,1075.996,Idaho,37244,46.742968,-116.934434
-113.6352926,42.85748553,0500000US16067,16,67,Minidoka,757.591,Idaho,20069,42.613266,-113.712227
-111.205829,43.75296099,0500000US16081,16,81,Teton,449.456,Idaho,10170,43.692977,-111.125546
-89.43521969,38.88807783,0500000US17005,17,5,Bond,380.279,Illinois,17768,38.884622,-89.432819
-90.75067649,39.96199889,0500000US17009,17,9,Brown,305.607,Illinois,6937,39.964815,-90.746466
-88.19816781,40.1394935,0500000US17019,17,19,Champaign,996.266,Illinois,201081,40.128073,-88.233083
-88.22358557,39.51949084,0500000US17029,17,29,Coles,508.291,Illinois,53873,39.487297,-88.258277
-88.24016336,39.27432336,0500000US17035,17,35,Cumberland,346.024,Illinois,11048,39.275965,-88.280887
-88.58974013,39.05961382,0500000US17049,17,49,Effingham,478.777,Illinois,34242,39.094723,-88.576033
-88.92953749,37.99305689,0500000US17055,17,55,Franklin,408.889,Illinois,39561,37.962135,-88.953316
-88.53882584,38.08154692,0500000US17065,17,65,Hamilton,434.665,Illinois,8457,38.092156,-88.557747
-87.57719664,38.31104104,0500000US18051,18,51,Gibson,487.486,Indiana,33503,38.30918,-87.546685
-85.77102306,39.82290438,0500000US18059,18,59,Hancock,306.016,Indiana,70002,39.811662,-85.824125
-85.48820314,40.82908971,0500000US18069,18,69,Huntington,382.651,Indiana,37124,40.870224,-85.487085
-85.62624711,38.99424014,0500000US18079,18,79,Jennings,376.583,Indiana,28525,39.005169,-85.648821
-85.86307134,41.24542886,0500000US18085,18,85,Kosciusko,531.381,Indiana,77358,41.266796,-85.830484
-85.7195642,40.16144939,0500000US18095,18,95,Madison,451.915,Indiana,131636,40.11412,-85.708901
-86.52409992,39.16117854,0500000US18105,18,105,Monroe,394.509,Indiana,137974,39.162879,-86.537697
-84.96297433,38.94997243,0500000US18115,18,115,Ohio,86.14,Indiana,6128,38.954549,-84.911295
-87.23414282,38.40288933,0500000US18125,18,125,Pike,334.238,Indiana,12845,38.424833,-87.233923
-86.69887685,41.04180015,0500000US18131,18,131,Pulaski,433.649,Indiana,13402,41.050592,-86.685266
-85.4654634,39.62004737,0500000US18139,18,139,Rush,408.124,Indiana,17392,39.623616,-85.474569
-87.41265335,39.09394311,0500000US18153,18,153,Sullivan,447.142,Indiana,21475,39.103093,-87.390988
-87.27259766,38.09524876,0500000US18173,18,173,Warrick,384.815,Indiana,59689,38.012884,-87.352574
-85.22137135,40.72911737,0500000US18179,18,179,Wells,368.087,Indiana,27636,40.770771,-85.194412
-85.50945143,41.13748552,0500000US18183,18,183,Whitley,335.569,Indiana,33292,41.163144,-85.47848
-94.90915033,41.68647201,0500000US19009,19,9,Audubon,442.961,Iowa,6119,41.676829,-94.925302
-92.31795937,42.77461496,0500000US19017,19,17,Bremer,435.477,Iowa,24276,42.743058,-92.376967
-95.15100162,42.73545875,0500000US19021,19,21,Buena Vista,574.915,Iowa,20260,42.679153,-95.181444
-91.13246684,41.77233777,0500000US19031,19,31,Cedar,579.436,Iowa,18499,41.757883,-91.137388
-93.78499767,41.02868181,0500000US19039,19,39,Clarke,431.167,Iowa,9286,41.036835,-93.78126
-90.13176108,41.35338995,0500000US17073,17,73,Henry,822.985,Illinois,50486,41.348782,-90.134757
-89.3781802,37.7855732,0500000US17077,17,77,Jackson,584.081,Illinois,60218,37.747793,-89.274031
-88.15437049,39.01054275,0500000US17079,17,79,Jasper,494.51,Illinois,9698,39.003765,-88.159885
-88.42874785,41.93895377,0500000US17089,17,89,Kane,520.058,Illinois,515269,41.918111,-88.331264
-89.29832086,41.74478029,0500000US17103,17,103,Lee,724.896,Illinois,36031,41.810242,-89.398207
-89.37075062,40.12311623,0500000US17107,17,107,Logan,618.059,Illinois,30305,40.140775,-89.361505
-88.91898968,38.64963381,0500000US17121,17,121,Marion,572.363,Illinois,39437,38.59071,-89.016967
-89.80538954,40.02912575,0500000US17129,17,129,Menard,314.437,Illinois,12705,39.99726,-89.799507
-88.62099969,39.64187451,0500000US17139,17,139,Moultrie,335.943,Illinois,14846,39.631979,-88.614419
-89.37293127,38.08566993,0500000US17145,17,145,Perry,441.761,Illinois,22350,38.058514,-89.323862
-89.2869272,41.2013541,0500000US17155,17,155,Putnam,160.161,Illinois,6006,41.229306,-89.270945
-90.61718498,40.15735234,0500000US17169,17,169,Schuyler,437.273,Illinois,7544,40.13118,-90.568639
-89.79714053,41.09269724,0500000US17175,17,175,Stark,288.079,Illinois,5994,41.098377,-89.792451
-89.51243204,40.50753777,0500000US17179,17,179,Tazewell,648.974,Illinois,135394,40.602899,-89.534104
-89.40986774,38.35283274,0500000US17189,17,189,Washington,562.572,Illinois,14716,38.359407,-89.39393
-89.21486535,40.79227281,0500000US17203,17,203,Woodford,527.799,Illinois,38664,40.771239,-89.29031
-85.32478442,40.47362942,0500000US18009,18,9,Blackford,165.08,Indiana,12766,40.469726,-85.34419
-86.46836811,40.05088487,0500000US18011,18,11,Boone,422.913,Indiana,56640,40.013009,-86.398737
-87.11723653,39.39553494,0500000US18021,18,21,Clay,357.542,Indiana,26890,39.469066,-87.124217
-84.99894862,41.39798296,0500000US18033,18,33,DeKalb,362.824,Indiana,42223,41.378214,-85.034285
-82.60654366,33.23894774,0500000US13125,13,125,Glascock,143.74,Georgia,3082,33.235927,-82.609847
-84.87140226,34.50833041,0500000US13129,13,129,Gordon,355.808,Georgia,55186,34.498326,-84.908795
-84.23424683,30.87479527,0500000US13131,13,131,Grady,454.527,Georgia,25011,30.882764,-84.214288
-83.81622721,34.31819846,0500000US13139,13,139,Hall,392.782,Georgia,179684,34.275205,-83.844712
-83.56825445,34.13540981,0500000US13157,13,157,Jackson,339.663,Georgia,60485,34.132059,-83.584805
-83.56040571,33.02338691,0500000US13169,13,169,Jones,393.933,Georgia,28669,32.962134,-83.54514
-82.92068148,32.46563438,0500000US13175,13,175,Laurens,807.296,Georgia,48434,32.516487,-82.926131
-84.00270483,34.57058411,0500000US13187,13,187,Lumpkin,282.933,Georgia,29966,34.524951,-83.986879
-84.5282717,32.35437341,0500000US13197,13,197,Marion,366.003,Georgia,8742,32.380907,-84.523557
-84.73079701,31.16499126,0500000US13201,13,201,Miller,282.421,Georgia,6125,31.159722,-84.737198
-83.85127557,33.5570224,0500000US13217,13,217,Newton,272.161,Georgia,99958,33.56952,-83.896609
-83.82463951,32.57316464,0500000US13225,13,225,Peach,150.267,Georgia,27695,32.584826,-83.82958
-85.18442233,34.00394745,0500000US13233,13,233,Polk,310.331,Georgia,41475,34.010878,-85.176771
-84.75532313,31.76105936,0500000US13243,13,243,Randolph,428.236,Georgia,7719,31.760403,-84.758026
-84.8655697,30.94052414,0500000US13253,13,253,Seminole,235.226,Georgia,8729,30.972496,-84.868027
-82.87876826,33.56763183,0500000US13265,13,265,Taliaferro,194.608,Georgia,1717,33.5688,-82.88576
-83.52534792,31.4582105,0500000US13277,13,277,Tift,258.915,Georgia,40118,31.454362,-83.515048
-85.02971122,33.03302087,0500000US13285,13,285,Troup,413.988,Georgia,67044,33.036737,-85.031746
-84.30143085,32.87946978,0500000US13293,13,293,Upson,323.437,Georgia,27153,32.907469,-84.324382
-82.79370955,32.97164283,0500000US13303,13,303,Washington,678.452,Georgia,21187,32.962029,-82.773406
-97.16512523,39.34944765,0500000US20027,20,27,Clay,645.301,Kansas,8535,39.356195,-97.12257
-97.6491791,39.48030232,0500000US20029,20,29,Cloud,715.342,Kansas,9533,39.53395,-97.637247
-100.4595091,39.78466091,0500000US20039,20,39,Decatur,893.517,Kansas,2961,39.804329,-100.490859
-96.24375869,37.45339798,0500000US20049,20,49,Elk,644.265,Kansas,2882,37.421638,-96.236702
-99.88334615,39.34986597,0500000US20065,20,65,Graham,898.522,Kansas,2597,39.359746,-99.857852
-101.7922211,37.99971914,0500000US20075,20,75,Hamilton,996.508,Kansas,2690,37.979185,-101.76766
-95.79376092,39.41674649,0500000US20085,20,85,Jackson,656.217,Kansas,13462,39.400924,-95.751346
-98.13638538,37.55909478,0500000US20095,20,95,Kingman,863.363,Kansas,7858,37.608437,-98.097712
-98.20749244,39.04547485,0500000US20105,20,105,Lincoln,719.396,Kansas,3241,39.036065,-98.175271
-97.09632931,38.3581848,0500000US20115,20,115,Marion,944.29,Kansas,12660,38.326437,-97.124507
-96.64897428,38.6889348,0500000US20127,20,127,Morris,695.279,Kansas,5923,38.698154,-96.588826
-99.91547333,38.47974157,0500000US20135,20,135,Ness,1074.75,Kansas,3107,38.492429,-99.898826
-99.2368498,38.18115215,0500000US20145,20,145,Pawnee,754.263,Kansas,6973,38.178541,-99.147286
-98.08619326,37.95365343,0500000US20155,20,155,Reno,1255.346,Kansas,64511,38.050915,-97.933041
-99.32486811,39.35022525,0500000US20163,20,163,Rooks,890.533,Kansas,5181,39.314266,-99.316791
-97.4608198,37.6842718,0500000US20173,20,173,Sedgwick,997.512,Kansas,498365,37.678808,-97.344603
-98.71800611,38.03071553,0500000US20185,20,185,Stafford,792.046,Kansas,4437,38.00686,-98.736685
-99.87284398,38.91467257,0500000US20195,20,195,Trego,889.478,Kansas,3001,39.004452,-99.881979
-101.3471513,38.48178216,0500000US20203,20,203,Wichita,718.568,Kansas,2234,38.494297,-101.349386
-95.74323255,37.55937174,0500000US20205,20,205,Wilson,570.418,Kansas,9409,37.512574,-95.741217
-86.8435629,37.48150956,0500000US21183,21,183,Ohio,587.274,Kentucky,23842,37.465058,-86.864293
-84.82746382,38.52092177,0500000US21187,21,187,Owen,351.103,Kentucky,10841,38.531935,-84.831925
-83.68364789,37.4255635,0500000US21189,21,189,Owsley,197.407,Kentucky,4755,37.452097,-83.684099
-84.57907026,37.10380233,0500000US21199,21,199,Pulaski,658.408,Kentucky,63063,37.092819,-84.614645
-84.58608167,38.29056157,0500000US21209,21,209,Scott,281.766,Kentucky,47173,38.231691,-84.570575
-87.17872901,36.83755485,0500000US21219,21,219,Todd,374.496,Kentucky,12460,36.81176,-87.171454
-85.17680879,37.75391561,0500000US21229,21,229,Washington,297.266,Kentucky,11717,37.738655,-85.190875
-92.41117874,30.29739386,0500000US22001,22,1,Acadia,655.119,Louisiana,61773,30.278555,-92.351799
-93.05031388,32.34566161,0500000US22013,22,13,Bienville,811.268,Louisiana,14353,32.388898,-93.080261
-91.09595887,30.53205905,0500000US22033,22,33,East Baton Rouge,455.374,Louisiana,440171,30.462492,-91.100943
-92.81284482,30.2665095,0500000US22053,22,53,Jefferson Davis,651.328,Louisiana,31594,30.240194,-92.738028
-92.15316415,32.48347296,0500000US22073,22,73,Ouachita,610.406,Louisiana,153720,32.514346,-92.129634
-91.60490147,30.70673106,0500000US22077,22,77,Pointe Coupee,557.346,Louisiana,22802,30.67107,-91.50006
-90.3589876,29.91384943,0500000US22089,22,89,St. Charles,279.083,Louisiana,52780,29.939397,-90.376773
-90.40747541,30.64105912,0500000US22105,22,105,Tangipahoa,791.275,Louisiana,121097,30.571611,-90.455513
-93.18084925,31.10845216,0500000US22115,22,115,Vernon,1327.91,Louisiana,52334,31.094949,-93.245823
-86.19352967,36.74843132,0500000US21003,21,3,Allen,344.338,Kentucky,19956,36.747908,-86.208056
-85.92924069,36.96546221,0500000US21009,21,9,Barren,487.541,Kentucky,42173,36.996774,-85.931813
-84.22534655,38.20417211,0500000US21017,21,17,Bourbon,289.719,Kentucky,19985,38.202978,-84.246611
-83.33170537,37.5230289,0500000US21025,21,25,Breathitt,492.413,Kentucky,13878,37.520092,-83.37768
-86.68147948,37.20974256,0500000US21031,21,31,Butler,426.088,Kentucky,12690,37.218921,-86.680574
-83.05276378,38.31860567,0500000US21043,21,43,Carter,409.496,Kentucky,27720,38.313503,-83.03816
-85.12833186,36.72111789,0500000US21053,21,53,Clinton,197.246,Kentucky,10272,36.713992,-85.135223
-83.09529377,38.11869337,0500000US21063,21,63,Elliott,234.315,Kentucky,7852,38.122128,-83.106515
-84.85793289,38.7534007,0500000US21077,21,77,Gallatin,101.234,Kentucky,8589,38.764401,-84.842979
-85.5528749,37.26161673,0500000US21087,21,87,Green,286.034,Kentucky,11258,37.265597,-85.538944
-85.8860301,37.30007732,0500000US21099,21,99,Hart,412.086,Kentucky,18199,37.278157,-85.885789
-85.11604794,38.44874948,0500000US21103,21,103,Henry,286.276,Kentucky,15416,38.431904,-85.179495
-82.83465691,37.84889569,0500000US21115,21,115,Johnson,261.953,Kentucky,23356,37.829598,-82.813992
-83.85400813,36.88819723,0500000US21121,21,121,Knox,386.297,Kentucky,31883,36.901584,-83.915231
-84.65668285,37.45809008,0500000US21137,21,137,Lincoln,334.095,Kentucky,24742,37.473121,-84.669872
-88.08295358,37.02346217,0500000US21143,21,143,Lyon,213.84,Kentucky,8314,37.060704,-88.079778
-84.27134487,37.71450927,0500000US21151,21,151,Madison,437.293,Kentucky,82916,37.70616,-84.287451
-88.33083983,36.87953081,0500000US21157,21,157,Marshall,301.253,Kentucky,31448,36.898302,-88.339329
-85.62412889,36.98825272,0500000US21169,21,169,Metcalfe,289.645,Kentucky,10099,36.990816,-85.641586
-83.26151657,37.92364193,0500000US21175,21,175,Morgan,381.127,Kentucky,13923,37.91274,-83.266566
-90.52846103,41.90217259,0500000US19045,19,45,Clinton,694.915,Iowa,49116,41.852707,-90.335737
-95.3819718,42.03718237,0500000US19047,19,47,Crawford,714.19,Iowa,17096,42.027366,-95.358454
-91.3664492,42.47104597,0500000US19055,19,55,Delaware,577.756,Iowa,17764,42.482434,-91.383342
-94.67866749,43.37783198,0500000US19063,19,63,Emmet,395.883,Iowa,10302,43.394425,-94.75499
-92.78940097,43.0600053,0500000US19067,19,67,Floyd,500.632,Iowa,16303,43.074625,-92.75233
-93.70194817,42.38388144,0500000US19079,19,79,Hamilton,576.751,Iowa,15673,42.407552,-93.766985
-91.54434433,40.98760854,0500000US19087,19,87,Henry,434.328,Iowa,20145,40.981343,-91.537058
-92.0643373,41.68630265,0500000US19095,19,95,Iowa,586.457,Iowa,16355,41.702615,-92.039923
-91.13139641,42.12118609,0500000US19105,19,105,Jones,575.621,Iowa,20638,42.136467,-91.198513
-91.59809485,42.07923082,0500000US19113,19,113,Linn,716.88,Iowa,211226,42.009607,-91.647251
-94.01554631,41.33081904,0500000US19121,19,121,Madison,561.006,Iowa,15679,41.347064,-93.989405
-93.09934873,41.33445165,0500000US19125,19,125,Marion,554.534,Iowa,33309,41.35483,-93.04269
-95.15643535,41.03017649,0500000US19137,19,137,Montgomery,424.097,Iowa,10740,41.008619,-95.167995
-95.62474482,43.08310673,0500000US19141,19,141,O'Brien,573.035,Iowa,14398,43.126413,-95.690881
-94.67862564,42.73420133,0500000US19151,19,151,Pocahontas,577.241,Iowa,7310,42.745402,-94.700868
-95.10548266,42.38624027,0500000US19161,19,161,Sac,575.012,Iowa,10350,42.375805,-95.088801
-93.46499005,42.03621213,0500000US19169,19,169,Story,572.818,Iowa,89542,42.026371,-93.601827
-94.24234847,41.0277278,0500000US19175,19,175,Union,423.645,Iowa,12534,41.053083,-94.318925
-93.56044629,41.33415479,0500000US19181,19,181,Warren,569.827,Iowa,46225,41.400885,-93.588243
-93.26085274,43.37747964,0500000US19195,19,195,Worth,400.123,Iowa,7598,43.36654,-93.252258
-95.31553823,39.53116208,0500000US20005,20,5,Atchison,431.172,Kansas,16924,39.555583,-95.181488
-96.83884197,37.78132522,0500000US20015,20,15,Butler,1429.863,Kansas,65880,37.727135,-96.989771
-96.16851981,44.99740665,0500000US27073,27,73,Lac qui Parle,765.021,Minnesota,7259,44.982243,-96.133339
-95.84047732,44.41370573,0500000US27083,27,83,Lyon,714.559,Minnesota,25857,44.428427,-95.795395
-94.27276564,44.82365697,0500000US27085,27,85,McLeod,491.471,Minnesota,36651,44.859713,-94.264668
-94.52917971,45.12330818,0500000US27093,27,93,Meeker,608.178,Minnesota,23300,45.136368,-94.482983
-94.24660299,44.35177905,0500000US27103,27,103,Nicollet,448.494,Minnesota,32727,44.265357,-94.06079
-96.03400102,48.06653796,0500000US27113,27,113,Pennington,616.57,Minnesota,13930,48.102255,-96.148403
-95.44451209,45.58606667,0500000US27121,27,121,Pope,669.713,Minnesota,10995,45.629871,-95.43713
-95.2541365,44.40236237,0500000US27127,27,127,Redwood,878.572,Minnesota,16059,44.43888,-95.195158
-93.22617078,44.02238175,0500000US27147,27,147,Steele,429.645,Minnesota,36576,44.064305,-93.214413
-94.8986014,46.07050127,0500000US27153,27,153,Todd,944.982,Minnesota,24895,46.066924,-94.886512
-93.58722326,44.02210417,0500000US27161,27,161,Waseca,423.356,Minnesota,19136,44.061,-93.549998
-88.57716002,34.88240174,0500000US28003,28,3,Alcorn,400.038,Mississippi,37057,34.908785,-88.531068
-89.33461293,33.9346579,0500000US28013,28,13,Calhoun,586.573,Mississippi,14962,33.929772,-89.306905
-88.94473546,33.92184716,0500000US28017,28,17,Chickasaw,501.779,Mississippi,17392,33.932227,-88.931815
-90.44535316,31.87065273,0500000US28029,28,29,Copiah,777.244,Mississippi,29449,31.889652,-90.3792
-90.89740934,31.47736626,0500000US28037,28,37,Franklin,563.779,Mississippi,8118,31.473218,-90.872761
-90.44530674,32.26760376,0500000US28049,28,49,Hinds,869.741,Mississippi,245285,32.303868,-90.255669
-89.11855363,32.01919267,0500000US28061,28,61,Jasper,676.243,Mississippi,17062,31.966737,-89.144535
